,Sec,NanoSec,0-ref Sec,a_x,a_y,a_z,w_x,w_y,w_z,w_left,w_right,X,Y,Z,qX,qY,qZ,qW,v_x,v_y,v_z
i,1633452030,229082624,36.35983157,-0.615036636,-0.348813547,-9.640909403,-0.005008731,0.538560629,0.008735627,,,,,,,,,,,,
p,1633452030,492082750,36.36906815,,,,-0.017943569,-1.47E-15,-0.033569344,,,17.1872183,-12.21494232,-1.538338113,0.035010777,-0.006052587,-0.399996352,0.915827784,0.867079003,0.049037728,-0.055174907
i,1633452030,239082752,36.3698318,-0.625552696,-0.358083991,-9.774057644,0.00095049,0.542824626,0.00184923,,,,,,,,,,,,
i,1633452030,249085184,36.37983418,-0.85810473,-0.339040049,-10.0057931,-0.000883221,0.539477348,-0.003579533,,,,,,,,,,,,
of,1633452030,295282841,36.38723564,,,,0,0,0.001456113,,,19.71231923,11.21646099,0,0,0,0.298816935,0.954310452,0.957744871,0,0
i,1633452030,259089152,36.38983822,-1.006223234,-0.360683178,-10.82381044,-0.006320762,0.540926635,-0.002397042,,,,,,,,,,,,
i,1633452030,269089280,36.39983821,-0.824211447,-0.500718475,-10.24700658,-0.012727265,0.5351367,-0.000783707,,,,,,,,,,,,
of,1633452030,307885885,36.39983869,,,,0,0,5.99E-05,,,19.72282982,11.22352553,0,0,0,0.298575035,0.954386163,0.965190644,0,0
ho,1633452030,307885860,36.39983869,,,,0,0,-0.004705733,,,19.79336336,11.30168366,0,0,0,0.299021781,0.954246286,0.967386864,0,0
e,1633452030,307885860,36.39983869,,,,,,,6.056935191,6.056935191,,,,,,,,,,
p,1633452030,525410750,36.40239596,,,,0.070392131,-0.014598648,2.33E-15,,,17.20812388,-12.23492234,-1.540550275,0.034740314,-0.005913398,-0.400510392,0.915614312,0.877693112,0.013675608,-0.045775753
i,1633452030,279091200,36.40984011,-0.25046562,-0.457314583,-9.341845792,-0.018340334,0.539277852,-0.000791221,,,,,,,,,,,,
i,1633452030,289095168,36.41984415,0.362044383,-0.506606035,-8.993819121,-0.01213075,0.536403298,-0.005236657,,,,,,,,,,,,
of,1633452030,335269690,36.42722249,,,,0,0,5.99E-05,,,19.74454275,11.238585,0,0,0,0.298575818,0.954385918,0.964725111,0,0
i,1633452030,299095040,36.42984414,0.591924311,-0.582058203,-8.896015749,-0.016377565,0.538104117,-0.006022672,,,,,,,,,,,,
p,1633452030,558857750,36.43584299,,,,-0.040881617,-0.019426575,0.007342555,,,17.22845582,-12.25606483,-1.54253749,0.035720372,-0.006608415,-0.400511623,0.91557131,0.920905852,-0.023956577,-0.054386233
i,1633452030,309096960,36.43984604,0.611638993,-0.528645396,-8.944529897,-0.025447106,0.538795292,-0.015306965,,,,,,,,,,,,
of,1633452030,355294704,36.44724751,,,,0,0,5.99E-05,,,19.76041417,11.249593,0,0,0,0.298576391,0.954385739,0.964384679,0,0
of,1633452030,355294704,36.44724751,,,,0,0,5.99E-05,,,19.76041417,11.249593,0,0,0,0.298576391,0.954385739,0.964384679,0,0
i,1633452030,319100928,36.44984984,0.254497232,-0.622320874,-10.09071127,-0.017238904,0.540642321,-0.020007746,,,,,,,,,,,,
p,1633452030,592107750,36.46909308,,,,0.072157484,0.062597492,-0.036632412,,,17.24874149,-12.27896565,-1.544892412,0.034967927,-0.006636262,-0.400415771,0.915642078,0.860178343,0.183503724,-0.024544497
i,1633452030,349112832,36.47986174,0.158011684,-0.750136011,-10.33854388,0.006106093,0.531570077,-0.008314703,,,,,,,,,,,,
of,1633452030,395277739,36.48723054,,,,0,0,5.99E-05,,,19.79208712,11.27156059,0,0,0,0.298577535,0.954385381,0.963704956,0,0
i,1633452030,362115840,36.49286485,0.474489882,-0.441283266,-9.534584286,0.014960977,0.532659352,-0.001634052,,,,,,,,,,,,
of,1633452030,407114029,36.49906683,,,,0,0,4.69E-05,,,19.81060582,11.28440323,0,0,0,0.298575536,0.954386006,1.107573302,0,0
ho,1633452030,407114119,36.49906683,,,,0,0,2.41E-06,,,19.8857152,11.36592841,0,0,0,0.299467554,0.954106485,1.148568725,0,0
e,1633452030,407114119,36.49906683,,,,,,,6.056935191,6.056935191,,,,,,,,,,
p,1633452030,625430750,36.50241613,,,,-0.020690883,-0.053256421,0.007315332,,,17.27271592,-12.29582217,-1.545762192,0.036490381,-0.006141324,-0.400929604,0.915361234,0.924625005,0.044029042,-0.139637792
i,1633452030,372120832,36.50286984,0.430253192,-0.134550308,-9.024879445,0.015890412,0.536115646,0.000182717,,,,,,,,,,,,
i,1633452030,382121984,36.51287103,0.063328362,-0.182895,-8.876817128,0.00840328,0.538841128,-0.007561398,,,,,,,,,,,,
i,1633452030,392124928,36.52287388,-0.407473789,-0.141278941,-8.861819465,0.007491709,0.536950469,-0.012223331,,,,,,,,,,,,
of,1633452030,435285568,36.52723837,,,,0,0,4.69E-05,,,19.83626745,11.30220145,0,0,0,0.298576167,0.954385809,1.109538728,0,0
of,1633452030,435285568,36.52723837,,,,0,0,4.69E-05,,,19.83626745,11.30220145,0,0,0,0.298576167,0.954385809,1.109538728,0,0
i,1633452030,402129920,36.53287888,-0.783896023,-0.359937839,-9.504254615,0.003340881,0.539072394,-0.014898743,,,,,,,,,,,,
p,1633452030,658804750,36.53578997,,,,0.004876237,0.009765113,-0.015236077,,,17.29492108,-12.31720732,-1.550833327,0.035817271,-0.006820816,-0.400852229,0.915416894,0.921842627,0.03562026,-0.046856152
i,1633452030,412130816,36.54287982,-0.853638325,-0.438068834,-9.935310282,-0.007872025,0.535658777,-0.009184025,,,,,,,,,,,,
i,1633452030,422133760,36.55288267,-0.693614644,-0.615739012,-9.217327432,-0.009370986,0.536343336,-0.004859803,,,,,,,,,,,,
i,1633452030,432138496,36.56288743,-0.45565549,-0.578010937,-9.243178497,0.001725952,0.537325382,0.000122992,,,,,,,,,,,,
of,1633452030,475236893,36.56718969,,,,0,0,4.69E-05,,,19.87273734,11.32749605,0,0,0,0.298577061,0.954385529,1.112325987,0,0
i,1633452030,442139392,36.57288837,-0.451538264,-0.469164193,-9.741300453,-0.004405277,0.541137278,0.003831198,,,,,,,,,,,,
i,1633452030,452142336,36.58289123,-0.411799726,-0.347054684,-10.07405941,-0.009654022,0.540276587,0.000962841,,,,,,,,,,,,
of,1633452030,495325327,36.58727813,,,,0,0,4.69E-05,,,19.89110978,11.34023877,0,0,0,0.298577511,0.954385389,1.113727484,0,0
i,1633452030,462147328,36.59289622,-0.30632266,-0.377122125,-9.847794496,-0.000535976,0.540143251,-0.00856366,,,,,,,,,,,,
of,1633452030,506095886,36.59804869,,,,0,0,3.36E-05,,,19.89526369,11.34311772,0,0,0,0.298575374,0.954386057,1.024445259,0,0
i,1633452030,472148224,36.60289717,-0.351697286,-0.295228343,-10.2558843,-0.000110588,0.54029876,-0.015898835,,,,,,,,,,,,
i,1633452030,482151168,36.61290026,-0.396165118,-0.290433273,-10.7435474,-0.000430927,0.539049387,-0.019182406,,,,,,,,,,,,
i,1633452030,492156160,36.62290525,0.012445996,-0.472064737,-10.18863856,-0.002740772,0.536512256,-0.01776256,,,,,,,,,,,,
of,1633452030,535271883,36.62722468,,,,0,0,3.36E-05,,,19.91982926,11.36015572,0,0,0,0.298575842,0.954385911,1.024898638,0,0
p,1633452030,758835750,36.6358211,,,,0.022070234,-0.007356745,-8.59E-15,,,17.36024917,-12.3822806,-1.556800128,0.036241491,-0.006444185,-0.401530481,0.915105622,0.978113308,0.053593744,-0.068506859
of,1633452030,555289745,36.64724255,,,,0,0,3.36E-05,,,19.93669014,11.37184999,0,0,0,0.298576164,0.95438581,1.025209704,0,0
of,1633452030,555289745,36.64724255,,,,0,0,3.36E-05,,,19.93669014,11.37184999,0,0,0,0.298576164,0.95438581,1.025209704,0,0
p,1633452030,792021750,36.66900706,,,,-0.023107359,0.058912437,-0.007307188,,,17.38363918,-12.40481038,-1.559497474,0.036527595,-0.006702937,-0.401532515,0.915091495,0.972627839,0.012412061,-0.03250905
i,1633452030,542169088,36.67291808,-0.224311243,-0.346900444,-9.963423447,0.01134011,0.537980855,-0.027390277,,,,,,,,,,,,
i,1633452030,552179968,36.68292904,-0.826924871,-0.3174888,-10.86910154,0.000673944,0.536826193,-0.02509715,,,,,,,,,,,,
of,1633452030,595235825,36.68718863,,,,0,0,3.36E-05,,,19.97035169,11.39519679,0,0,0,0.298576805,0.954385609,1.025830444,0,0
i,1633452030,562181120,36.69293022,-0.727032053,-0.506908269,-10.49840243,-0.011217244,0.533727646,-0.016083894,,,,,,,,,,,,
of,1633452030,605252028,36.69720483,,,,0,0,2.42E-05,,,19.97548692,11.39875699,0,0,0,0.298575267,0.954386091,0.973725805,0,0
ho,1633452030,605252080,36.69720483,,,,0,0,-8.29E-06,,,20.04168719,11.47443064,0,0,0,0.299467554,0.954106485,0.958844234,0,0
e,1633452030,605252080,36.69720483,,,,,,,6.056935191,6.056935191,,,,,,,,,,
p,1633452030,825432750,36.70241809,,,,0.01636237,-0.01636237,-7.79E-14,,,17.40600118,-12.42836084,-1.561137633,0.036570322,-0.005642876,-0.401610632,0.915062659,0.953967967,-0.018647099,-0.050364542
i,1633452030,572183808,36.70293283,-0.144054031,-0.645445145,-9.199092103,-0.018654956,0.535019875,-0.00505586,,,,,,,,,,,,
i,1633452030,582188800,36.71293783,0.315127551,-0.620054391,-9.036926441,-0.028762642,0.536020339,0.00738035,,,,,,,,,,,,
i,1633452030,592189696,36.72293878,0.2633837,-0.485367944,-9.501144958,-0.028029742,0.537701547,0.010820958,,,,,,,,,,,,
of,1633452030,635331392,36.72728419,,,,0,0,2.42E-05,,,19.99954798,11.41544507,0,0,0,0.298575614,0.954385982,0.97324657,0,0
of,1633452030,635331392,36.72728419,,,,0,0,2.42E-05,,,19.99954798,11.41544507,0,0,0,0.298575614,0.954385982,0.97324657,0,0
i,1633452030,602192640,36.73294163,-0.098842058,-0.524065814,-9.851030409,-0.014817735,0.538853586,0.003984833,,,,,,,,,,,,
p,1633452030,858796750,36.73578215,,,,-0.036065679,2.81E-15,-0.014723751,,,17.42717018,-12.45208316,-1.563455566,0.03671047,-0.006002271,-0.401619044,0.915051069,0.957220612,-0.0236689,-0.00933889
i,1633452030,612197632,36.74294662,-0.552118882,-0.494757959,-10.16440545,0.01516408,0.539211094,-0.00683064,,,,,,,,,,,,
i,1633452030,622198528,36.75294757,-0.80851002,-0.374335417,-10.46877185,0.039247297,0.536757231,-0.014582983,,,,,,,,,,,,
i,1633452030,632201472,36.76295042,-0.522466123,-0.373081033,-10.44612747,0.050632842,0.535980821,-0.015009164,,,,,,,,,,,,
of,1633452030,675213575,36.76716638,,,,0,0,2.42E-05,,,20.03143222,11.43755913,0,0,0,0.298576073,0.954385838,0.972611152,0,0
p,1633452030,891959750,36.76894498,,,,0.027713758,-0.021664843,-0.014606434,,,17.44810149,-12.47594475,-1.564408374,0.036164708,-0.005753131,-0.40184595,0.91497478,0.842314014,0.036207778,-0.06850808
i,1633452030,642206464,36.77295542,0.024416014,-0.361342153,-8.820386216,0.036230974,0.535684705,-0.009919966,,,,,,,,,,,,
i,1633452030,652207616,36.7829566,0.308740955,-0.199973798,-8.328704522,0.02194687,0.536123157,-0.001777082,,,,,,,,,,,,
of,1633452030,695335627,36.78728843,,,,0,0,2.42E-05,,,20.0475111,11.44871103,0,0,0,0.298576305,0.954385766,0.97229056,0,0
i,1633452030,662210560,36.79295945,0.265927667,-0.243163663,-9.058497053,-0.012371407,0.535688698,0.003663413,,,,,,,,,,,,
e,1633452030,703988668,36.79594135,,,,,,,6.056935191,6.056935191,,,,,,,,,,
ho,1633452030,703988668,36.79594135,,,,0,0,0.004711567,,,20.10405571,11.51786068,0,0,0,0.299467554,0.954106485,0.911809382,0,0
p,1633452030,929334750,36.80631995,,,,-0.057696659,-0.062772096,-0.00824238,,,17.47050462,-12.49804447,-1.567436894,0.036477444,-0.006321813,-0.40210726,0.914843802,1.073847195,-0.000913727,-0.095845901
i,1633452030,692219392,36.82296848,-0.7583804,-0.661402446,-11.01879525,-0.018407065,0.539297462,-0.005001171,,,,,,,,,,,,
i,1633452030,702224128,36.832973,-0.954690981,-0.686009576,-11.28120116,0.001587922,0.536067247,-0.007172487,,,,,,,,,,,,
p,1633452030,958954750,36.83594012,,,,-0.016514845,-5.06E-15,-0.012792343,,,17.49211584,-12.5213121,-1.570806189,0.035322636,-0.006824251,-0.402257925,0.914819273,0.858261078,0.021501228,-0.073285045
i,1633452030,712225024,36.84297395,-0.516842365,-0.742128207,-10.08454106,0.017329905,0.535816312,-0.002597122,,,,,,,,,,,,
of,1633452030,755285978,36.84723878,,,,0,0,0.00108369,,,20.0903192,11.47860627,0,0,0,0.298792477,0.95431811,0.922953142,0,0
of,1633452030,755285978,36.84723878,,,,0,0,0.00108369,,,20.0903192,11.47860627,0,0,0,0.298792477,0.95431811,0.922953142,0,0
i,1633452030,722227968,36.85297704,0.032805652,-0.652166416,-8.835707703,0.023411183,0.533895075,0.001384667,,,,,,,,,,,,
p,1633452030,992010750,36.86899614,,,,-0.00729849,-0.010321623,-0.00729849,,,17.51191954,-12.5415886,-1.57362525,0.03507437,-0.006706983,-0.402453186,0.91474381,0.900430291,0.012448412,-0.083029838
ho,1633452030,802898716,36.89485145,,,,0,0,0.004723287,,,20.19798822,11.58333535,0,0,0,0.299913261,0.953966475,0.963671135,0,0
e,1633452030,802898716,36.89485145,,,,,,,6.056935191,6.056935191,,,,,,,,,,
p,1633452031,25461750,36.90244699,,,,9.18E-19,0.01462314,5.58E-16,,,17.53269603,-12.56333941,-1.576842523,0.034894048,-0.006811489,-0.402571711,0.914697779,0.904743339,0.008805062,-0.040890549
i,1633452030,792261120,36.92301011,0.483276086,-0.862772429,-8.629149942,-0.025220584,0.535029411,-0.006678928,,,,,,,,,,,,
of,1633452030,835290432,36.92724323,,,,0,0,0.001906212,,,20.15377829,11.52281353,0,0,0,0.298993538,0.954255136,0.953381893,0,0
i,1633452030,802261760,36.93301082,0.577620769,-0.914986308,-7.868812636,-0.015024142,0.535242319,0.003129074,,,,,,,,,,,,
p,1633452031,58852750,36.93583798,,,,0.031250417,0.01275793,-0.007365794,,,17.55338335,-12.58532417,-1.57866372,0.034992331,-0.006588174,-0.40256318,0.914699415,0.918623211,0.002925728,-0.051974817
i,1633452030,812264704,36.94301367,0.256150863,-0.56973692,-9.079760205,-0.004213312,0.540355027,0.007973486,,,,,,,,,,,,
i,1633452030,822269696,36.95301867,-0.215335891,-0.357660067,-9.712999072,0.016602805,0.540852368,0.002553557,,,,,,,,,,,,
i,1633452030,832270592,36.96301961,-0.602950477,-0.299762206,-10.41266476,0.039074901,0.542512,-0.003263969,,,,,,,,,,,,
of,1633452030,875288963,36.96724176,,,,0,0,0.001906212,,,20.18507819,11.54456293,0,0,0,0.299029917,0.954243737,0.952416455,0,0
p,1633452031,91997750,36.96898317,,,,-0.025405663,0.025405663,-0.016399286,,,17.57409864,-12.60759637,-1.580872753,0.035551967,-0.006598992,-0.402663961,0.914633394,0.916902522,0.04251904,-0.036872182
of,1633452030,895518064,36.98747087,,,,0,0,0.001906212,,,20.20089508,11.55555542,0,0,0,0.299048315,0.954237971,0.951928189,0,0
i,1633452030,862279424,36.9930284,-0.016650225,-0.110293097,-9.345488533,0.008508639,0.534489155,-0.003895961,,,,,,,,,,,,
e,1633452030,902062837,36.99401569,,,,,,,6.056935191,6.056935191,,,,,,,,,,
of,1633452030,902062893,36.99401569,,,,0,0,0.002543061,,,20.21582542,11.56603321,0,0,0,0.299167952,0.95420047,1.108874525,0,0
ho,1633452030,902062837,36.99401569,,,,0,0,0.004723287,,,20.29148008,11.64856779,0,0,0,0.299913261,0.953966475,1.153613409,0,0
p,1633452031,125286750,37.00227213,,,,0.020528971,-4.90E-16,-0.007258087,,,17.59580671,-12.62907202,-1.582516943,0.035337267,-0.006032249,-0.402901287,0.91454111,0.909607961,0.018246903,-0.069654838
i,1633452030,872282368,37.00303125,0.346518714,-0.126292832,-8.001417857,-0.006226152,0.536993265,0.00070042,,,,,,,,,,,,
i,1633452030,882287360,37.01303625,0.263723326,-0.292479227,-8.601703717,-0.014960528,0.535181522,0.001795935,,,,,,,,,,,,
i,1633452030,892288256,37.0230372,0.000898396,-0.372472692,-9.036939885,-0.018718403,0.54020375,-0.005896587,,,,,,,,,,,,
of,1633452030,935401201,37.027354,,,,0,0,0.002543061,,,20.24620818,11.58716179,0,0,0,0.299208401,0.954187787,1.111223056,0,0
of,1633452030,935401201,37.027354,,,,0,0,0.002543061,,,20.24620818,11.58716179,0,0,0,0.299208401,0.954187787,1.111223056,0,0
i,1633452030,902291200,37.03304029,-0.183751616,-0.611108576,-9.813047008,-0.001941283,0.538443804,-0.015170649,,,,,,,,,,,,
p,1633452031,158923750,37.03590918,,,,0.010373379,-0.02319558,-0.02319558,,,17.61701008,-12.65108187,-1.585344889,0.035653762,-0.006167043,-0.403010815,0.914479666,0.92439382,0.03525923,-0.04754133
i,1633452030,912296192,37.04304528,-0.368386263,-0.524397055,-10.98119413,0.013880352,0.53956598,-0.019059286,,,,,,,,,,,,
i,1633452030,922297088,37.05304599,-0.532693832,-0.560853101,-11.74151682,0.00446455,0.536798894,-0.01653927,,,,,,,,,,,,
i,1633452030,932300032,37.06304908,-0.229398301,-0.518565864,-11.12865381,-0.004398057,0.537796676,-0.009775246,,,,,,,,,,,,
of,1633452030,975222111,37.06717491,,,,0,0,0.002543061,,,20.28258094,11.61246047,0,0,0,0.299256715,0.954172636,1.114028257,0,0
p,1633452031,192207750,37.06919312,,,,0.041738079,0.019521199,-1.33E-16,,,17.63870036,-12.67289844,-1.587366686,0.035658437,-0.00657586,-0.403376455,0.91431541,0.894620624,0.036554216,-0.044192439
i,1633452030,942305024,37.07305408,0.026850725,-0.668161711,-9.239307793,-0.016845923,0.53463167,-0.004115274,,,,,,,,,,,,
i,1633452030,952306176,37.08305526,0.099853911,-0.48472486,-8.697040406,-0.030115671,0.537339926,0.000342646,,,,,,,,,,,,
of,1633452030,995349646,37.08730245,,,,0,0,0.002543061,,,20.3009992,11.62527386,0,0,0,0.299281135,0.954164977,1.115446149,0,0
i,1633452030,962308864,37.09305787,-0.006237091,-0.484067602,-8.804146444,-0.036814503,0.53458786,-0.003161074,,,,,,,,,,,,
p,1633452031,225296750,37.10228205,,,,-0.066912481,0.022950792,-1.59E-14,,,17.65961864,-12.69384557,-1.589244076,0.03642007,-0.006559109,-0.403360281,0.914292645,1.098989075,-0.184997768,-0.037513916
i,1633452030,972313600,37.10306263,-0.122593146,-0.570861832,-8.83182414,-0.040219646,0.541065872,-0.011177868,,,,,,,,,,,,
of,1633452031,11468649,37.10342145,,,,0,0,0.000974795,,,20.3146816,11.63452431,0,0,0,0.299019959,0.954246857,1.098307762,0,0
ho,1633452031,11468713,37.10342145,,,,0,0,-0.00427016,,,20.38459222,11.71347063,0,0,0,0.299467554,0.954106485,1.093515385,0,0
e,1633452031,11468713,37.10342145,,,,,,,6.056935191,6.056935191,,,,,,,,,,
i,1633452030,982314240,37.11306334,-0.261808049,-0.602197028,-9.519219544,-0.019280907,0.538624525,-0.015261836,,,,,,,,,,,,
i,1633452030,992323072,37.12307215,-0.638130584,-0.697924251,-10.44310666,-0.00475812,0.541858912,-0.015783884,,,,,,,,,,,,
of,1633452031,35323858,37.12727666,,,,0,0,0.000974795,,,20.33621056,11.64948593,0,0,0,0.299031054,0.95424338,1.099726428,0,0
of,1633452031,35323858,37.12727666,,,,0,0,0.000974795,,,20.33621056,11.64948593,0,0,0,0.299031054,0.95424338,1.099726428,0,0
i,1633452031,2327808,37.13307691,-0.688571389,-0.622728871,-10.89363626,-0.001409128,0.53672415,-0.010851136,,,,,,,,,,,,
p,1633452031,258935750,37.135921,,,,-0.031180885,-0.010393629,1.66E-14,,,17.68001873,-12.72523508,-1.591600035,0.035546774,-0.005752214,-0.403353318,0.914335518,0.957680633,-0.056901788,-0.066847966
i,1633452031,12328704,37.14307761,-0.407762799,-0.480888058,-9.798719207,0.001746883,0.54050529,-0.004373548,,,,,,,,,,,,
i,1633452031,22331648,37.1530807,-0.129124146,-0.330991986,-9.478960599,0.002844583,0.535771549,0.000457689,,,,,,,,,,,,
i,1633452031,32336640,37.1630857,0.1677165,-0.034238927,-9.814999311,-0.003855235,0.539480925,-0.000187947,,,,,,,,,,,,
of,1633452031,75300694,37.16725349,,,,0,0,0.000974795,,,20.37235075,11.67460292,0,0,0,0.299049647,0.954237554,1.102103844,0,0
of,1633452031,75300694,37.16725349,,,,0,0,0.000974795,,,20.37235075,11.67460292,0,0,0,0.299049647,0.954237554,1.102103844,0,0
p,1633452031,292154750,37.1691401,,,,-0.012723061,0.012723061,-0.030286942,,,17.700171,-12.74985138,-1.594517811,0.035003602,-0.005701161,-0.403362374,0.914352798,0.937713972,0.039324696,-0.069784584
i,1633452031,42337536,37.1730864,0.355999879,-0.017647892,-9.567257307,-0.008133757,0.536705971,-0.007867821,,,,,,,,,,,,
i,1633452031,52340480,37.18308949,0.37299646,-0.308843319,-9.600594343,0.005039647,0.540983498,-0.013328396,,,,,,,,,,,,
i,1633452031,62345472,37.19309449,-0.08448568,-0.313003033,-10.51068207,0.011569157,0.540399194,-0.013454079,,,,,,,,,,,,
p,1633452031,325390750,37.20237613,,,,0.048797691,-0.039173468,-0.01259951,,,17.72223509,-12.77184703,-1.597304768,0.034898426,-0.005404936,-0.403816311,0.914158232,0.925806962,0.007854861,-0.063470696
i,1633452031,72346368,37.20309544,-0.537268702,-0.328598333,-11.13139054,0.01116416,0.539672911,-0.005814817,,,,,,,,,,,,
of,1633452031,113123655,37.20507646,,,,0,0,-0.000229206,,,20.39935799,11.69316326,0,0,0,0.29885128,0.954299697,0.988612458,0,0
i,1633452031,82349312,37.21309829,-0.316718217,-0.452417605,-10.14355088,0.009993823,0.531054139,0.000142607,,,,,,,,,,,,
of,1633452031,135273457,37.22722626,,,,0,0,-0.000229206,,,20.4173421,11.70565195,0,0,0,0.298848858,0.954300456,0.988389896,0,0
p,1633452031,358952750,37.23593807,,,,0.044396243,0.038938082,3.63E-15,,,17.74344376,-12.79450117,-1.599960165,0.035382671,-0.006329167,-0.404027877,0.914040198,-0.171713075,-0.157399731,0.105173023
of,1633452031,155351162,37.24730396,,,,0,0,-0.000229206,,,20.43364037,11.71696983,0,0,0,0.298846662,0.954301144,0.988188155,0,0
i,1633452031,122362368,37.25311136,-0.129100208,-0.38590716,-9.37282779,-0.00233513,0.537194669,-0.005205685,,,,,,,,,,,,
i,1633452031,132363008,37.26311207,-0.399099381,-0.508774173,-9.924389075,0.013908311,0.541575909,-0.013617839,,,,,,,,,,,,
